year,variable,value,week,nem,date,date_week
2019,all_60–64,226,15,all,2019-04-15,2019_15
2019,all_60–64,212,16,all,2019-04-22,2019_16
2019,all_60–64,234,17,all,2019-04-29,2019_17
2019,all_60–64,221,18,all,2019-05-06,2019_18
2019,all_60–64,184,19,all,2019-05-13,2019_19
2019,all_60–64,215,20,all,2019-05-20,2019_20
2019,all_60–64,195,21,all,2019-05-27,2019_21
2019,all_60–64,223,22,all,2019-06-03,2019_22
2019,all_60–64,237,23,all,2019-06-10,2019_23
2019,all_60–64,236,24,all,2019-06-17,2019_24
2019,all_60–64,188,25,all,2019-06-24,2019_25
2019,all_60–64,208,26,all,2019-07-01,2019_26
2019,all_60–64,218,27,all,2019-07-08,2019_27
2019,all_60–64,181,28,all,2019-07-15,2019_28
2019,all_60–64,193,29,all,2019-07-22,2019_29
2019,all_60–64,233,30,all,2019-07-29,2019_30
2019,all_60–64,172,31,all,2019-08-05,2019_31
2019,all_60–64,188,32,all,2019-08-12,2019_32
2019,all_60–64,213,33,all,2019-08-19,2019_33
2019,all_60–64,194,34,all,2019-08-26,2019_34
2019,all_60–64,199,35,all,2019-09-02,2019_35
2019,all_60–64,204,36,all,2019-09-09,2019_36
2019,all_60–64,210,37,all,2019-09-16,2019_37
2019,all_60–64,202,38,all,2019-09-23,2019_38
2019,all_60–64,226,39,all,2019-09-30,2019_39
2019,all_60–64,221,40,all,2019-10-07,2019_40
2019,all_60–64,197,41,all,2019-10-14,2019_41
2019,all_60–64,183,42,all,2019-10-21,2019_42
2019,all_60–64,167,43,all,2019-10-28,2019_43
2019,all_60–64,188,44,all,2019-11-04,2019_44
2019,all_60–64,214,45,all,2019-11-11,2019_45
2019,all_60–64,194,46,all,2019-11-18,2019_46
2019,all_60–64,191,47,all,2019-11-25,2019_47
2019,all_60–64,198,48,all,2019-12-02,2019_48
2019,all_60–64,228,49,all,2019-12-09,2019_49
2019,all_60–64,236,50,all,2019-12-16,2019_50
2019,all_60–64,226,51,all,2019-12-23,2019_51
2020,all_60–64,239,1,all,2020-01-06,2020_1
2020,all_60–64,228,2,all,2020-01-13,2020_2
2020,all_60–64,216,3,all,2020-01-20,2020_3
2020,all_60–64,245,4,all,2020-01-27,2020_4
2020,all_60–64,243,5,all,2020-02-03,2020_5
2020,all_60–64,224,6,all,2020-02-10,2020_6
2020,all_60–64,206,7,all,2020-02-17,2020_7
2020,all_60–64,205,8,all,2020-02-24,2020_8
2020,all_60–64,233,9,all,2020-03-02,2020_9
2020,all_60–64,224,10,all,2020-03-09,2020_10
2020,all_60–64,197,11,all,2020-03-16,2020_11
2020,all_60–64,227,12,all,2020-03-23,2020_12
2020,all_60–64,199,13,all,2020-03-30,2020_13
2020,all_60–64,247,14,all,2020-04-06,2020_14
2020,all_60–64,232,15,all,2020-04-13,2020_15
2020,all_60–64,201,16,all,2020-04-20,2020_16
2020,all_60–64,212,17,all,2020-04-27,2020_17
2020,all_60–64,179,18,all,2020-05-04,2020_18
2020,all_60–64,192,19,all,2020-05-11,2020_19
2020,all_60–64,218,20,all,2020-05-18,2020_20
2020,all_60–64,166,21,all,2020-05-25,2020_21
2020,all_60–64,202,22,all,2020-06-01,2020_22
2020,all_60–64,236,23,all,2020-06-08,2020_23
2020,all_60–64,202,24,all,2020-06-15,2020_24
2020,all_60–64,189,25,all,2020-06-22,2020_25
2020,all_60–64,209,26,all,2020-06-29,2020_26
2020,all_60–64,191,27,all,2020-07-06,2020_27
2020,all_60–64,210,28,all,2020-07-13,2020_28
2020,all_60–64,167,29,all,2020-07-20,2020_29
2020,all_60–64,181,30,all,2020-07-27,2020_30
2020,all_60–64,197,31,all,2020-08-03,2020_31
2020,all_60–64,212,32,all,2020-08-10,2020_32
2020,all_60–64,193,33,all,2020-08-17,2020_33
2020,all_60–64,175,34,all,2020-08-24,2020_34
2020,all_60–64,171,35,all,2020-08-31,2020_35
2020,all_60–64,180,36,all,2020-09-07,2020_36
2020,all_60–64,193,37,all,2020-09-14,2020_37
2020,all_60–64,208,38,all,2020-09-21,2020_38
2020,all_60–64,189,39,all,2020-09-28,2020_39
2020,all_60–64,191,40,all,2020-10-05,2020_40
2020,all_60–64,185,41,all,2020-10-12,2020_41
2020,all_60–64,237,42,all,2020-10-19,2020_42
2020,all_60–64,210,43,all,2020-10-26,2020_43
2020,all_60–64,252,44,all,2020-11-02,2020_44
2020,all_60–64,237,45,all,2020-11-09,2020_45
2020,all_60–64,278,46,all,2020-11-16,2020_46
2020,all_60–64,279,47,all,2020-11-23,2020_47
2020,all_60–64,306,48,all,2020-11-30,2020_48
2020,all_60–64,297,49,all,2020-12-07,2020_49
2020,all_60–64,253,50,all,2020-12-14,2020_50
2020,all_60–64,271,51,all,2020-12-21,2020_51
2015,all_65–69,258,1,all,2015-01-05,2015_1
2015,all_65–69,295,2,all,2015-01-12,2015_2
2015,all_65–69,257,3,all,2015-01-19,2015_3
2015,all_65–69,296,4,all,2015-01-26,2015_4
2015,all_65–69,284,5,all,2015-02-02,2015_5
2015,all_65–69,347,6,all,2015-02-09,2015_6
2015,all_65–69,326,7,all,2015-02-16,2015_7
2015,all_65–69,301,8,all,2015-02-23,2015_8
2015,all_65–69,243,9,all,2015-03-02,2015_9
2015,all_65–69,290,10,all,2015-03-09,2015_10
2015,all_65–69,270,11,all,2015-03-16,2015_11
2015,all_65–69,267,12,all,2015-03-23,2015_12
2015,all_65–69,254,13,all,2015-03-30,2015_13
2015,all_65–69,260,14,all,2015-04-06,2015_14
2015,all_65–69,248,15,all,2015-04-13,2015_15
2015,all_65–69,250,16,all,2015-04-20,2015_16
2015,all_65–69,268,17,all,2015-04-27,2015_17
2015,all_65–69,246,18,all,2015-05-04,2015_18
2015,all_65–69,246,19,all,2015-05-11,2015_19
2015,all_65–69,238,20,all,2015-05-18,2015_20
2015,all_65–69,218,21,all,2015-05-25,2015_21
2015,all_65–69,230,22,all,2015-06-01,2015_22
2015,all_65–69,276,23,all,2015-06-08,2015_23
2015,all_65–69,231,24,all,2015-06-15,2015_24
2015,all_65–69,204,25,all,2015-06-22,2015_25
2015,all_65–69,225,26,all,2015-06-29,2015_26
2015,all_65–69,244,27,all,2015-07-06,2015_27
2015,all_65–69,225,28,all,2015-07-13,2015_28
2015,all_65–69,208,29,all,2015-07-20,2015_29
2015,all_65–69,236,30,all,2015-07-27,2015_30
2015,all_65–69,224,31,all,2015-08-03,2015_31
2015,all_65–69,245,32,all,2015-08-10,2015_32
2015,all_65–69,304,33,all,2015-08-17,2015_33
2015,all_65–69,191,34,all,2015-08-24,2015_34
2015,all_65–69,218,35,all,2015-08-31,2015_35
2015,all_65–69,215,36,all,2015-09-07,2015_36
2015,all_65–69,235,37,all,2015-09-14,2015_37
2015,all_65–69,252,38,all,2015-09-21,2015_38
2015,all_65–69,222,39,all,2015-09-28,2015_39
2015,all_65–69,226,40,all,2015-10-05,2015_40
2015,all_65–69,231,41,all,2015-10-12,2015_41
2015,all_65–69,248,42,all,2015-10-19,2015_42
2015,all_65–69,233,43,all,2015-10-26,2015_43
2015,all_65–69,259,44,all,2015-11-02,2015_44
2015,all_65–69,245,45,all,2015-11-09,2015_45
2015,all_65–69,218,46,all,2015-11-16,2015_46
2015,all_65–69,250,47,all,2015-11-23,2015_47
2015,all_65–69,234,48,all,2015-11-30,2015_48
2015,all_65–69,252,49,all,2015-12-07,2015_49
2015,all_65–69,254,50,all,2015-12-14,2015_50
2015,all_65–69,244,51,all,2015-12-21,2015_51
2016,all_65–69,288,1,all,2016-01-04,2016_1
2016,all_65–69,277,2,all,2016-01-11,2016_2
2016,all_65–69,259,3,all,2016-01-18,2016_3
2016,all_65–69,271,4,all,2016-01-25,2016_4
2016,all_65–69,243,5,all,2016-02-01,2016_5
2016,all_65–69,297,6,all,2016-02-08,2016_6
2016,all_65–69,277,7,all,2016-02-15,2016_7
2016,all_65–69,249,8,all,2016-02-22,2016_8
2016,all_65–69,285,9,all,2016-02-29,2016_9
2016,all_65–69,287,10,all,2016-03-07,2016_10
2016,all_65–69,252,11,all,2016-03-14,2016_11
2016,all_65–69,245,12,all,2016-03-21,2016_12
2016,all_65–69,280,13,all,2016-03-28,2016_13
2016,all_65–69,245,14,all,2016-04-04,2016_14
2016,all_65–69,262,15,all,2016-04-11,2016_15
2016,all_65–69,247,16,all,2016-04-18,2016_16
2016,all_65–69,276,17,all,2016-04-25,2016_17
2016,all_65–69,267,18,all,2016-05-02,2016_18
2016,all_65–69,255,19,all,2016-05-09,2016_19
2016,all_65–69,253,20,all,2016-05-16,2016_20
2016,all_65–69,250,21,all,2016-05-23,2016_21
2016,all_65–69,268,22,all,2016-05-30,2016_22
2016,all_65–69,265,23,all,2016-06-06,2016_23
2016,all_65–69,221,24,all,2016-06-13,2016_24
2016,all_65–69,274,25,all,2016-06-20,2016_25
2016,all_65–69,285,26,all,2016-06-27,2016_26
2016,all_65–69,236,27,all,2016-07-04,2016_27
2016,all_65–69,245,28,all,2016-07-11,2016_28
2016,all_65–69,254,29,all,2016-07-18,2016_29
2016,all_65–69,239,30,all,2016-07-25,2016_30
2016,all_65–69,221,31,all,2016-08-01,2016_31
2016,all_65–69,209,32,all,2016-08-08,2016_32
2016,all_65–69,208,33,all,2016-08-15,2016_33
2016,all_65–69,221,34,all,2016-08-22,2016_34
2016,all_65–69,215,35,all,2016-08-29,2016_35
2016,all_65–69,223,36,all,2016-09-05,2016_36
2016,all_65–69,243,37,all,2016-09-12,2016_37
2016,all_65–69,235,38,all,2016-09-19,2016_38
2016,all_65–69,234,39,all,2016-09-26,2016_39
2016,all_65–69,290,40,all,2016-10-03,2016_40
2016,all_65–69,285,41,all,2016-10-10,2016_41
2016,all_65–69,260,42,all,2016-10-17,2016_42
2016,all_65–69,258,43,all,2016-10-24,2016_43
2016,all_65–69,271,44,all,2016-10-31,2016_44
2016,all_65–69,289,45,all,2016-11-07,2016_45
2016,all_65–69,252,46,all,2016-11-14,2016_46
2016,all_65–69,284,47,all,2016-11-21,2016_47
2016,all_65–69,282,48,all,2016-11-28,2016_48
2016,all_65–69,293,49,all,2016-12-05,2016_49
2016,all_65–69,266,50,all,2016-12-12,2016_50
2016,all_65–69,316,51,all,2016-12-19,2016_51
2017,all_65–69,369,1,all,2017-01-02,2017_1
2017,all_65–69,344,2,all,2017-01-09,2017_2
2017,all_65–69,344,3,all,2017-01-16,2017_3
2017,all_65–69,344,4,all,2017-01-23,2017_4
2017,all_65–69,396,5,all,2017-01-30,2017_5
2017,all_65–69,344,6,all,2017-02-06,2017_6
2017,all_65–69,300,7,all,2017-02-13,2017_7
2017,all_65–69,317,8,all,2017-02-20,2017_8
2017,all_65–69,281,9,all,2017-02-27,2017_9
2017,all_65–69,293,10,all,2017-03-06,2017_10
2017,all_65–69,267,11,all,2017-03-13,2017_11
2017,all_65–69,277,12,all,2017-03-20,2017_12
2017,all_65–69,275,13,all,2017-03-27,2017_13
2017,all_65–69,278,14,all,2017-04-03,2017_14
2017,all_65–69,277,15,all,2017-04-10,2017_15
2017,all_65–69,260,16,all,2017-04-17,2017_16
2017,all_65–69,254,17,all,2017-04-24,2017_17
2017,all_65–69,285,18,all,2017-05-01,2017_18
2017,all_65–69,261,19,all,2017-05-08,2017_19
2017,all_65–69,262,20,all,2017-05-15,2017_20
2017,all_65–69,239,21,all,2017-05-22,2017_21
2017,all_65–69,249,22,all,2017-05-29,2017_22
2017,all_65–69,204,23,all,2017-06-05,2017_23
2017,all_65–69,232,24,all,2017-06-12,2017_24
2017,all_65–69,235,25,all,2017-06-19,2017_25
2017,all_65–69,229,26,all,2017-06-26,2017_26
2017,all_65–69,228,27,all,2017-07-03,2017_27
2017,all_65–69,237,28,all,2017-07-10,2017_28
2017,all_65–69,241,29,all,2017-07-17,2017_29
2017,all_65–69,259,30,all,2017-07-24,2017_30
2017,all_65–69,314,31,all,2017-07-31,2017_31
2017,all_65–69,251,32,all,2017-08-07,2017_32
2017,all_65–69,243,33,all,2017-08-14,2017_33
2017,all_65–69,238,34,all,2017-08-21,2017_34
2017,all_65–69,240,35,all,2017-08-28,2017_35
2017,all_65–69,250,36,all,2017-09-04,2017_36
2017,all_65–69,231,37,all,2017-09-11,2017_37
2017,all_65–69,245,38,all,2017-09-18,2017_38
2017,all_65–69,251,39,all,2017-09-25,2017_39
2017,all_65–69,258,40,all,2017-10-02,2017_40
2017,all_65–69,299,41,all,2017-10-09,2017_41
2017,all_65–69,267,42,all,2017-10-16,2017_42
2017,all_65–69,253,43,all,2017-10-23,2017_43
2017,all_65–69,260,44,all,2017-10-30,2017_44
2017,all_65–69,270,45,all,2017-11-06,2017_45
2017,all_65–69,273,46,all,2017-11-13,2017_46
2017,all_65–69,287,47,all,2017-11-20,2017_47
2017,all_65–69,272,48,all,2017-11-27,2017_48
2017,all_65–69,293,49,all,2017-12-04,2017_49
2017,all_65–69,287,50,all,2017-12-11,2017_50
2017,all_65–69,318,51,all,2017-12-18,2017_51
2018,all_65–69,279,1,all,2018-01-08,2018_1
2018,all_65–69,269,2,all,2018-01-15,2018_2
2018,all_65–69,265,3,all,2018-01-22,2018_3
2018,all_65–69,294,4,all,2018-01-29,2018_4
2018,all_65–69,295,5,all,2018-02-05,2018_5
2018,all_65–69,283,6,all,2018-02-12,2018_6
2018,all_65–69,320,7,all,2018-02-19,2018_7
2018,all_65–69,337,8,all,2018-02-26,2018_8
2018,all_65–69,335,9,all,2018-03-05,2018_9
2018,all_65–69,346,10,all,2018-03-12,2018_10
2018,all_65–69,326,11,all,2018-03-19,2018_11
2018,all_65–69,308,12,all,2018-03-26,2018_12
2018,all_65–69,293,13,all,2018-04-02,2018_13
2018,all_65–69,290,14,all,2018-04-09,2018_14
2018,all_65–69,317,15,all,2018-04-16,2018_15
2018,all_65–69,235,16,all,2018-04-23,2018_16
2018,all_65–69,247,17,all,2018-04-30,2018_17
2018,all_65–69,239,18,all,2018-05-07,2018_18
2018,all_65–69,253,19,all,2018-05-14,2018_19
2018,all_65–69,235,20,all,2018-05-21,2018_20
2018,all_65–69,256,21,all,2018-05-28,2018_21
2018,all_65–69,283,22,all,2018-06-04,2018_22
2018,all_65–69,248,23,all,2018-06-11,2018_23
2018,all_65–69,253,24,all,2018-06-18,2018_24
2018,all_65–69,262,25,all,2018-06-25,2018_25
2018,all_65–69,230,26,all,2018-07-02,2018_26
2018,all_65–69,241,27,all,2018-07-09,2018_27
2018,all_65–69,264,28,all,2018-07-16,2018_28
2018,all_65–69,277,29,all,2018-07-23,2018_29
2018,all_65–69,263,30,all,2018-07-30,2018_30
2018,all_65–69,302,31,all,2018-08-06,2018_31
2018,all_65–69,260,32,all,2018-08-13,2018_32
2018,all_65–69,245,33,all,2018-08-20,2018_33
2018,all_65–69,241,34,all,2018-08-27,2018_34
2018,all_65–69,267,35,all,2018-09-03,2018_35
2018,all_65–69,258,36,all,2018-09-10,2018_36
2018,all_65–69,265,37,all,2018-09-17,2018_37
2018,all_65–69,277,38,all,2018-09-24,2018_38
2018,all_65–69,286,39,all,2018-10-01,2018_39
2018,all_65–69,286,40,all,2018-10-08,2018_40
2018,all_65–69,266,41,all,2018-10-15,2018_41
2018,all_65–69,262,42,all,2018-10-22,2018_42
2018,all_65–69,291,43,all,2018-10-29,2018_43
2018,all_65–69,272,44,all,2018-11-05,2018_44
2018,all_65–69,258,45,all,2018-11-12,2018_45
2018,all_65–69,276,46,all,2018-11-19,2018_46
2018,all_65–69,266,47,all,2018-11-26,2018_47
2018,all_65–69,311,48,all,2018-12-03,2018_48
2018,all_65–69,260,49,all,2018-12-10,2018_49
2018,all_65–69,299,50,all,2018-12-17,2018_50
2018,all_65–69,309,51,all,2018-12-24,2018_51
2019,all_65–69,330,1,all,2019-01-07,2019_1
2019,all_65–69,360,2,all,2019-01-14,2019_2
2019,all_65–69,320,3,all,2019-01-21,2019_3
2019,all_65–69,349,4,all,2019-01-28,2019_4
2019,all_65–69,357,5,all,2019-02-04,2019_5
2019,all_65–69,360,6,all,2019-02-11,2019_6
2019,all_65–69,299,7,all,2019-02-18,2019_7
2019,all_65–69,354,8,all,2019-02-25,2019_8
2019,all_65–69,319,9,all,2019-03-04,2019_9
2019,all_65–69,307,10,all,2019-03-11,2019_10
2019,all_65–69,286,11,all,2019-03-18,2019_11
2019,all_65–69,273,12,all,2019-03-25,2019_12
2019,all_65–69,258,13,all,2019-04-01,2019_13
2019,all_65–69,293,14,all,2019-04-08,2019_14
2019,all_65–69,288,15,all,2019-04-15,2019_15
2019,all_65–69,263,16,all,2019-04-22,2019_16
2019,all_65–69,291,17,all,2019-04-29,2019_17
2019,all_65–69,287,18,all,2019-05-06,2019_18
2019,all_65–69,267,19,all,2019-05-13,2019_19
2019,all_65–69,251,20,all,2019-05-20,2019_20
2019,all_65–69,272,21,all,2019-05-27,2019_21
2019,all_65–69,238,22,all,2019-06-03,2019_22
2019,all_65–69,276,23,all,2019-06-10,2019_23
2019,all_65–69,296,24,all,2019-06-17,2019_24
2019,all_65–69,261,25,all,2019-06-24,2019_25
2019,all_65–69,237,26,all,2019-07-01,2019_26
2019,all_65–69,244,27,all,2019-07-08,2019_27
2019,all_65–69,238,28,all,2019-07-15,2019_28
2019,all_65–69,249,29,all,2019-07-22,2019_29
2019,all_65–69,264,30,all,2019-07-29,2019_30
2019,all_65–69,286,31,all,2019-08-05,2019_31
2019,all_65–69,231,32,all,2019-08-12,2019_32
2019,all_65–69,262,33,all,2019-08-19,2019_33
2019,all_65–69,241,34,all,2019-08-26,2019_34
2019,all_65–69,282,35,all,2019-09-02,2019_35
2019,all_65–69,262,36,all,2019-09-09,2019_36
2019,all_65–69,240,37,all,2019-09-16,2019_37
2019,all_65–69,251,38,all,2019-09-23,2019_38
2019,all_65–69,289,39,all,2019-09-30,2019_39
2019,all_65–69,282,40,all,2019-10-07,2019_40
2019,all_65–69,275,41,all,2019-10-14,2019_41
2019,all_65–69,263,42,all,2019-10-21,2019_42
2019,all_65–69,282,43,all,2019-10-28,2019_43
2019,all_65–69,281,44,all,2019-11-04,2019_44
2019,all_65–69,293,45,all,2019-11-11,2019_45
2019,all_65–69,279,46,all,2019-11-18,2019_46
2019,all_65–69,284,47,all,2019-11-25,2019_47
2019,all_65–69,267,48,all,2019-12-02,2019_48
2019,all_65–69,312,49,all,2019-12-09,2019_49
2019,all_65–69,294,50,all,2019-12-16,2019_50
2019,all_65–69,308,51,all,2019-12-23,2019_51
2020,all_65–69,315,1,all,2020-01-06,2020_1
2020,all_65–69,308,2,all,2020-01-13,2020_2
2020,all_65–69,266,3,all,2020-01-20,2020_3
2020,all_65–69,311,4,all,2020-01-27,2020_4
2020,all_65–69,322,5,all,2020-02-03,2020_5
2020,all_65–69,304,6,all,2020-02-10,2020_6
2020,all_65–69,339,7,all,2020-02-17,2020_7
2020,all_65–69,317,8,all,2020-02-24,2020_8
2020,all_65–69,304,9,all,2020-03-02,2020_9
2020,all_65–69,301,10,all,2020-03-09,2020_10
2020,all_65–69,297,11,all,2020-03-16,2020_11
2020,all_65–69,339,12,all,2020-03-23,2020_12
2020,all_65–69,333,13,all,2020-03-30,2020_13
2020,all_65–69,304,14,all,2020-04-06,2020_14
2020,all_65–69,294,15,all,2020-04-13,2020_15
2020,all_65–69,291,16,all,2020-04-20,2020_16
2020,all_65–69,268,17,all,2020-04-27,2020_17
2020,all_65–69,255,18,all,2020-05-04,2020_18
2020,all_65–69,294,19,all,2020-05-11,2020_19
2020,all_65–69,289,20,all,2020-05-18,2020_20
2020,all_65–69,255,21,all,2020-05-25,2020_21
2020,all_65–69,260,22,all,2020-06-01,2020_22
2020,all_65–69,284,23,all,2020-06-08,2020_23
2020,all_65–69,276,24,all,2020-06-15,2020_24
2020,all_65–69,236,25,all,2020-06-22,2020_25
2020,all_65–69,273,26,all,2020-06-29,2020_26
2020,all_65–69,287,27,all,2020-07-06,2020_27
2020,all_65–69,258,28,all,2020-07-13,2020_28
2020,all_65–69,259,29,all,2020-07-20,2020_29
2020,all_65–69,269,30,all,2020-07-27,2020_30
2020,all_65–69,266,31,all,2020-08-03,2020_31
2020,all_65–69,282,32,all,2020-08-10,2020_32
2020,all_65–69,288,33,all,2020-08-17,2020_33
2020,all_65–69,277,34,all,2020-08-24,2020_34
2020,all_65–69,296,35,all,2020-08-31,2020_35
2020,all_65–69,257,36,all,2020-09-07,2020_36
2020,all_65–69,278,37,all,2020-09-14,2020_37
2020,all_65–69,284,38,all,2020-09-21,2020_38
2020,all_65–69,328,39,all,2020-09-28,2020_39
2020,all_65–69,305,40,all,2020-10-05,2020_40
2020,all_65–69,296,41,all,2020-10-12,2020_41
2020,all_65–69,333,42,all,2020-10-19,2020_42
2020,all_65–69,353,43,all,2020-10-26,2020_43
2020,all_65–69,388,44,all,2020-11-02,2020_44
2020,all_65–69,429,45,all,2020-11-09,2020_45
2020,all_65–69,435,46,all,2020-11-16,2020_46
2020,all_65–69,465,47,all,2020-11-23,2020_47
2020,all_65–69,442,48,all,2020-11-30,2020_48
2020,all_65–69,444,49,all,2020-12-07,2020_49
2020,all_65–69,421,50,all,2020-12-14,2020_50
2020,all_65–69,376,51,all,2020-12-21,2020_51
2015,all_70–74,301,1,all,2015-01-05,2015_1
2015,all_70–74,329,2,all,2015-01-12,2015_2
2015,all_70–74,348,3,all,2015-01-19,2015_3
2015,all_70–74,335,4,all,2015-01-26,2015_4
2015,all_70–74,341,5,all,2015-02-02,2015_5
2015,all_70–74,393,6,all,2015-02-09,2015_6
2015,all_70–74,354,7,all,2015-02-16,2015_7
2015,all_70–74,395,8,all,2015-02-23,2015_8
2015,all_70–74,375,9,all,2015-03-02,2015_9
2015,all_70–74,311,10,all,2015-03-09,2015_10
2015,all_70–74,326,11,all,2015-03-16,2015_11
2015,all_70–74,328,12,all,2015-03-23,2015_12
2015,all_70–74,319,13,all,2015-03-30,2015_13
2015,all_70–74,300,14,all,2015-04-06,2015_14
2015,all_70–74,286,15,all,2015-04-13,2015_15
2015,all_70–74,301,16,all,2015-04-20,2015_16
2015,all_70–74,303,17,all,2015-04-27,2015_17
2015,all_70–74,315,18,all,2015-05-04,2015_18
2015,all_70–74,265,19,all,2015-05-11,2015_19
2015,all_70–74,251,20,all,2015-05-18,2015_20
2015,all_70–74,255,21,all,2015-05-25,2015_21
2015,all_70–74,246,22,all,2015-06-01,2015_22
2015,all_70–74,301,23,all,2015-06-08,2015_23
2015,all_70–74,278,24,all,2015-06-15,2015_24
2015,all_70–74,214,25,all,2015-06-22,2015_25
2015,all_70–74,280,26,all,2015-06-29,2015_26
2015,all_70–74,292,27,all,2015-07-06,2015_27
2015,all_70–74,291,28,all,2015-07-13,2015_28
2015,all_70–74,260,29,all,2015-07-20,2015_29
2015,all_70–74,323,30,all,2015-07-27,2015_30
2015,all_70–74,218,31,all,2015-08-03,2015_31
2015,all_70–74,295,32,all,2015-08-10,2015_32
2015,all_70–74,314,33,all,2015-08-17,2015_33
2015,all_70–74,195,34,all,2015-08-24,2015_34
